course_id,module_name,course_level,course_name,course_levelrank,duration,no_of_enrollments,no_of_ratings,course_rating,created_time,creator_name
5027,Python,Advanced,Python_Advanced,4,40,2000,500,5,04-02-2019,Franni Aphale
5028,IaC,Beginner,IaC_Beginner,2,40,1000,400,4,05-02-2019,Lyle Grace
5029,Deep Learning,Beginner,Deep Learning_Beginner,2,20,4000,3200,4,13-07-2019,Sven Harvatt
5030,Azure IaaS,Advanced,Azure IaaS_Advanced,2,25,1000,250,1,24-03-2021,Courtenay Barbery
5031,SQL,Advanced,SQL_Advanced,3,25,1000,250,2,06-07-2019,Lolita Cordelet
5032,Deep Learning,Beginner,Deep Learning_Beginner,1,9,2000,786,3,05-05-2018,Shanda Polack
5033,Python,Intermediate,Python_Intermediate,2,6,8000,1517,4,18-09-2017,Arthur Grisewood
5034,Azure IaaS,Intermediate,Azure IaaS_Intermediate,3,9,3000,2898,4,20-06-2018,Stillmann Richichi
5035,Power Platform,Advanced,Power Platform_Advanced,3,15,3000,1436,4,21-10-2022,Luca Arnaudon
5036,AWS,Intermediate,AWS_Intermediate,3,30,4000,2455,5,25-03-2019,Rochester Brightie
5037,HTML,Advanced,HTML_Advanced,4,25,1000,361,4,11-11-2017,Jannelle Jahn
5038,Azure PaaS,Advanced,Azure PaaS_Advanced,4,20,2000,500,4,07-05-2017,Jeffry Jamblin
5039,Azure IaaS,Beginner,Azure IaaS_Beginner,2,30,5000,1255,5,10-11-2019,Dulsea Missenden
5040,Power Platform,Advanced,Power Platform_Advanced,3,12,5000,3714,4,09-09-2018,Beckie Hydes
5041,Machine Learning,Advanced,Machine Learning_Advanced,3,9,1000,250,5,28-09-2018,Tomlin Ashwood
5042,Hadoop,Intermediate,Hadoop_Intermediate,3,3,3000,310,4,18-02-2017,Galvin Skip
5043,MS Office,Expert,MS Office_Expert,4,40,2000,362,5,04-02-2019,Barth O'Keevan
5044,AWS,Expert,AWS_Expert,4,25,1000,250,4,31-10-2022,Ibrahim Childes
5045,Python,Expert,Python_Expert,4,9,4000,1847,3,11-01-2019,Gaile Ingolotti
5046,Tableau,Intermediate,Tableau_Intermediate,2,30,1000,250,4,13-02-2021,Darlene Harbour
5047,Azure IaaS,Advanced,Azure IaaS_Advanced,4,30,1000,250,5,08-09-2020,Tristam Merrisson
5048,Hadoop,Expert,Hadoop_Expert,3,30,6000,266,1,01-06-2017,Miran Skeffington
5049,Machine Learning,Expert,Machine Learning_Expert,4,15,2000,468,1,11-07-2019,Felic Depke
5050,Tableau,Intermediate,Tableau_Intermediate,2,25,8000,2999,4,02-01-2021,Sibella Mollene
5051,Power BI,Intermediate,Power BI_Intermediate,1,6,1000,537,4,12-06-2019,Chalmers Ramel
5052,Azure PaaS,Beginner,Azure PaaS_Beginner,2,20,1000,250,4,23-11-2022,Jamie Vasyagin
5053,AWS,Intermediate,AWS_Intermediate,2,25,6000,3476,4,20-02-2021,Amandy Ellerey
5054,Power Platform,Intermediate,Power Platform_Intermediate,2,30,10000,153,5,07-03-2021,June Manilow
5055,R Language,Intermediate,R Language_Intermediate,2,30,3000,2039,3,01-05-2022,Mozelle Joyes
5056,IaC,Beginner,IaC_Beginner,2,6,9000,105,5,11-01-2018,Phyllida Matura
5057,Azure IaaS,Intermediate,Azure IaaS_Intermediate,3,25,3000,998,1,28-05-2022,Brena Postans
5058,Databases,Expert,Databases_Expert,3,12,3000,2825,4,27-06-2021,Elfrieda Dorken
5059,Power Platform,Advanced,Power Platform_Advanced,4,15,1000,78,2,15-05-2018,Honey Wenzel
5060,Word Press,Beginner,Word Press_Beginner,1,15,6000,3089,4,31-10-2020,Geordie Hellin
5061,Azure IaaS,Advanced,Azure IaaS_Advanced,2,12,1000,250,5,10-01-2018,Jae Carling
5062,AWS,Intermediate,AWS_Intermediate,2,15,10000,2239,3,09-02-2019,Cheslie Brignell
5063,MS Office,Expert,MS Office_Expert,3,35,3000,1158,,28-07-2021,Vic Digan
5064,CSS,Expert,CSS_Expert,3,20,1000,250,3,12-10-2022,Flor Trethewey
5065,Power BI,Beginner,Power BI_Beginner,1,30,8000,3176,5,30-07-2022,Westleigh Bannon
5066,IaC,Expert,IaC_Expert,4,15,1000,250,5,06-01-2019,Natasha Churm
5067,AWS,Intermediate,AWS_Intermediate,2,40,2000,500,3,23-01-2019,Abdel Dillinger
5068,Azure IaaS,Intermediate,Azure IaaS_Intermediate,2,35,7000,1400,3,18-06-2017,Zara Ingleby
5069,Machine Learning,Expert,Machine Learning_Expert,4,9,2000,1602,5,30-09-2020,Edie Laurant
5070,MS Office,Beginner,MS Office_Beginner,1,30,2000,1272,4,28-07-2021,Phil Shakesbye
5071,IaC,Advanced,IaC_Advanced,4,20,7000,1302,5,03-04-2019,Jasen Call
5072,Word Press,Expert,Word Press_Expert,4,25,2000,500,4,30-03-2017,Matthew Fogel
5073,HTML,Beginner,HTML_Beginner,1,6,1000,656,1,29-06-2018,Kerk Rennix
5074,Azure PaaS,Beginner,Azure PaaS_Beginner,2,12,1000,250,5,02-07-2018,Melicent Goch
5075,CSS,Expert,CSS_Expert,4,20,3000,750,5,25-05-2020,Zach Hair
5076,MS Office,Advanced,MS Office_Advanced,4,15,6000,521,4,30-03-2019,Carrie Donohue
5077,Machine Learning,Beginner,Machine Learning_Beginner,2,15,3000,2062,4,26-04-2021,Tobit Stopps
5078,R Language,Intermediate,R Language_Intermediate,3,35,1000,250,5,23-04-2021,Daren Spinks
5079,HTML,Intermediate,HTML_Intermediate,2,20,10000,352,1,21-07-2022,Saleem Kendred
5080,Hadoop,Advanced,Hadoop_Advanced,3,3,5000,438,5,29-06-2019,Silvain Aitkenhead
5081,Power BI,Beginner,Power BI_Beginner,1,25,1000,250,4,15-01-2017,Charlean Hatchell
5082,IaC,Beginner,IaC_Beginner,1,6,2000,1327,3,12-05-2022,Nicky Bromet
5083,MS Office,Advanced,MS Office_Advanced,4,3,7000,3869,4,03-02-2018,Mandi Rands
5084,HTML,Intermediate,HTML_Intermediate,2,25,5000,3402,5,28-10-2018,Archer Cumberbatch
5085,Javascript,Expert,Javascript_Expert,3,25,2000,880,5,13-12-2017,Florrie Woolway
5086,Deep Learning,Advanced,Deep Learning_Advanced,3,15,9000,1778,4,15-11-2020,Gerhardine Gouch
5087,Python,Expert,Python_Expert,4,20,8000,1602,4,14-05-2017,Sherrie McIntosh
5088,Javascript,Beginner,Javascript_Beginner,1,30,1000,250,5,26-08-2021,Bessie Ewens
5089,Tableau,Intermediate,Tableau_Intermediate,2,9,3000,750,1,06-10-2020,Harriot Jerdein
5090,Azure PaaS,Intermediate,Azure PaaS_Intermediate,3,15,1000,305,4,22-06-2018,Pavel Brearley
5091,Power Platform,Expert,Power Platform_Expert,4,9,1000,518,4,28-04-2022,Corina Janous
5092,SQL,Expert,SQL_Expert,4,20,2000,500,3,05-02-2022,Lavinia Hamprecht
5093,Javascript,Intermediate,Javascript_Intermediate,1,12,6000,3934,4,20-03-2021,Noelani Burlay
5094,Databases,Intermediate,Databases_Intermediate,2,20,1000,250,5,27-01-2020,Claudio McLaggan
5095,MS Office,Advanced,MS Office_Advanced,3,35,1000,845,4,05-03-2019,Ernesta Stannion
5096,HTML,Expert,HTML_Expert,3,30,5000,3753,4,23-01-2018,Melony Drohun
5097,Databases,Beginner,Databases_Beginner,2,35,9000,551,5,24-09-2021,Philomena Bartzen
5098,Deep Learning,Advanced,Deep Learning_Advanced,3,15,8000,1260,5,06-07-2019,Margret Pawlyn
5099,Word Press,Intermediate,Word Press_Intermediate,2,20,6000,1888,3,18-04-2017,Tami Empleton
5100,R Language,Beginner,R Language_Beginner,2,20,9000,1595,5,24-12-2021,Pat Airth
5101,HTML,Intermediate,HTML_Intermediate,2,20,4000,3936,5,02-07-2020,Anet Heaviside
5102,Word Press,Expert,Word Press_Expert,4,25,4000,1962,2,20-09-2018,Scot Larkins
5103,IaC,Beginner,IaC_Beginner,1,20,2000,500,4,01-09-2017,Darci Lilloe
5104,Hadoop,Advanced,Hadoop_Advanced,3,30,1000,666,3,23-03-2020,Kore Lavrick
5105,Python,Beginner,Python_Beginner,1,6,1000,250,5,10-07-2021,Alyse Fairbairn
5106,Azure IaaS,Expert,Azure IaaS_Expert,4,20,8000,3540,5,22-04-2020,Eolande Ingleton
5107,Databases,Advanced,Databases_Advanced,2,40,5000,3715,2,03-05-2022,Bay Fray
5108,MS Office,Beginner,MS Office_Beginner,1,12,3000,750,4,30-11-2020,Pietra Roakes
5109,AWS,Advanced,AWS_Advanced,3,20,1000,410,4,10-06-2022,Cy Wiffler
5110,R Language,Expert,R Language_Expert,3,9,1000,250,5,21-02-2019,Nisse Radeliffe
5111,Machine Learning,Intermediate,Machine Learning_Intermediate,2,20,1000,250,5,05-03-2022,Gaile Jump
5112,Word Press,Expert,Word Press_Expert,3,6,2000,435,5,27-04-2021,Gayler Nodes
5113,IaC,Advanced,IaC_Advanced,4,25,7000,473,4,01-08-2022,Lindie Sprigg
5114,Deep Learning,Beginner,Deep Learning_Beginner,1,25,2000,500,5,25-10-2021,Else McCuis
5115,Deep Learning,Expert,Deep Learning_Expert,4,12,1000,499,2,25-10-2018,Dunstan Alabastar
5116,Databases,Advanced,Databases_Advanced,4,6,2000,500,4,16-02-2019,Marcelline Hallahan
5117,Machine Learning,Expert,Machine Learning_Expert,3,12,5000,1703,4,09-02-2017,Micky Simson
5118,Azure IaaS,Intermediate,Azure IaaS_Intermediate,2,30,1000,250,4,22-06-2021,Maurizia Mapston
5119,Tableau,Expert,Tableau_Expert,3,20,1000,250,5,24-10-2021,Sammie Ruffle
5120,Javascript,Advanced,Javascript_Advanced,4,25,3000,223,4,08-06-2022,Elayne Thrasher
5121,AWS,Expert,AWS_Expert,4,35,2000,500,3,28-04-2019,Harlie Filyashin
5122,IaC,Advanced,IaC_Advanced,3,15,5000,3627,4,23-06-2020,Ronnica Paz
5123,HTML,Beginner,HTML_Beginner,2,9,2000,604,4,11-02-2021,Arlina Tyrone
5124,SQL,Advanced,SQL_Advanced,4,30,2000,500,5,27-05-2018,Cameron Owttrim
5125,Javascript,Expert,Javascript_Expert,4,6,2000,956,2,20-07-2022,Claudian Aspinwall
5126,Databases,Expert,Databases_Expert,4,30,1000,250,2,25-12-2020,Toni Kruger
5127,Machine Learning,Expert,Machine Learning_Expert,3,25,3000,2049,4,03-10-2020,Alden Norkett
5128,Power Platform,Advanced,Power Platform_Advanced,4,25,4000,3525,4,12-09-2020,Colas Strapp
5129,Machine Learning,Advanced,Machine Learning_Advanced,2,30,1000,250,3,05-07-2022,Cicely Paroni
5130,AWS,Expert,AWS_Expert,3,25,2000,51,4,20-05-2018,Rosanne Natwick
5131,Tableau,Advanced,Tableau_Advanced,4,25,1000,250,4,20-07-2019,Caryl Fyndon
5132,Azure IaaS,Beginner,Azure IaaS_Beginner,2,9,10000,1196,5,09-04-2022,Deeann Sims
5133,Javascript,Expert,Javascript_Expert,4,15,3000,2630,3,30-11-2021,Othelia Simonds
5134,Power Platform,Advanced,Power Platform_Advanced,3,9,1000,250,1,22-02-2019,Neysa Ducker
5135,Azure PaaS,Intermediate,Azure PaaS_Intermediate,2,6,1000,665,,24-03-2022,Elspeth Tussaine
5136,HTML,Beginner,HTML_Beginner,2,25,3000,1236,3,10-01-2018,Norton Froggatt
5137,Power BI,Expert,Power BI_Expert,4,15,9000,1633,4,25-08-2020,Rorie Tatum
5138,Deep Learning,Expert,Deep Learning_Expert,3,15,4000,3900,4,06-02-2021,Demetria Polding
5139,Power Platform,Intermediate,Power Platform_Intermediate,3,35,1000,250,4,07-03-2022,Nancee Sefton
5140,AWS,Beginner,AWS_Beginner,1,20,3000,1527,5,25-06-2019,Fernandina Harler
5141,Tableau,Expert,Tableau_Expert,4,12,9000,2731,,06-04-2020,Laurie Lantiff
5142,Tableau,Expert,Tableau_Expert,4,9,8000,2260,5,01-06-2018,Meghann Glen
5143,CSS,Beginner,CSS_Beginner,1,30,2000,377,4,19-06-2021,Leigha Spawell
5144,Word Press,Expert,Word Press_Expert,3,25,1000,182,5,12-02-2020,Harriott Hayer
5145,Machine Learning,Expert,Machine Learning_Expert,4,20,6000,3143,,01-08-2019,Philip Caustic
5146,Power Platform,Beginner,Power Platform_Beginner,1,40,10000,2341,3,04-11-2019,Farleigh Juschke
5147,Hadoop,Expert,Hadoop_Expert,3,6,10000,3425,4,09-06-2020,Lennard Litton
5148,Hadoop,Expert,Hadoop_Expert,4,9,7000,3547,4,03-02-2020,Inga Offord
5149,Hadoop,Expert,Hadoop_Expert,3,20,1000,250,4,28-02-2022,Carmela Lago
5150,SQL,Beginner,SQL_Beginner,2,12,2000,500,4,14-12-2018,Allene Dyers
5151,CSS,Expert,CSS_Expert,4,30,10000,1091,3,26-08-2017,Brena Johnstone
5152,Python,Intermediate,Python_Intermediate,2,20,1000,250,5,12-10-2019,Hilde Janku
5153,MS Office,Advanced,MS Office_Advanced,3,20,4000,1004,5,03-04-2021,Chandler Catherick
5154,Tableau,Advanced,Tableau_Advanced,2,30,9000,1072,3,15-12-2020,Piotr Whaymand
5155,MS Office,Intermediate,MS Office_Intermediate,3,30,5000,122,4,19-05-2022,Yvette Chill
5156,Power BI,Advanced,Power BI_Advanced,3,40,2000,1202,5,26-01-2019,Dwight Laffranconi
5157,Databases,Expert,Databases_Expert,4,30,2000,500,5,02-12-2020,Wendye Barme
5158,MS Office,Expert,MS Office_Expert,4,20,1000,250,3,19-04-2018,Melinda Clews
5159,Azure IaaS,Advanced,Azure IaaS_Advanced,4,20,5000,3419,5,17-07-2017,Larina Fairpo
5160,Azure IaaS,Beginner,Azure IaaS_Beginner,1,15,3000,2605,4,16-02-2019,Adelaida Warsop
5161,SQL,Beginner,SQL_Beginner,1,30,1000,250,3,04-01-2017,Cacilie Sisley
5162,Power BI,Advanced,Power BI_Advanced,4,12,8000,3069,4,27-03-2022,Celka Heard
5163,Power BI,Advanced,Power BI_Advanced,3,15,9000,2242,5,11-11-2020,Rosemaria Froom
5164,IaC,Intermediate,IaC_Intermediate,1,25,1000,250,4,03-07-2019,Jorge Craisford
5165,CSS,Intermediate,CSS_Intermediate,1,25,3000,2147,3,23-02-2017,Levey Regler
5166,Power BI,Advanced,Power BI_Advanced,3,40,1000,250,5,03-11-2017,Adlai Gorvin
5167,MS Office,Expert,MS Office_Expert,4,30,6000,3228,5,13-02-2021,Reese Grunder
5168,IaC,Beginner,IaC_Beginner,1,15,3000,750,5,10-01-2020,Veronika L' Estrange
5169,Hadoop,Beginner,Hadoop_Beginner,1,9,4000,3291,2,20-02-2022,Anjela Gledstane
5170,SQL,Beginner,SQL_Beginner,1,15,3000,750,4,12-11-2018,Dulcea Sictornes
5171,R Language,Advanced,R Language_Advanced,3,6,7000,2669,5,20-06-2021,Alvera Mellonby
5172,SQL,Expert,SQL_Expert,4,6,2000,162,5,16-07-2019,Ky Jenking
5173,HTML,Intermediate,HTML_Intermediate,2,35,1000,250,4,26-06-2017,Johnette Stilliard
5174,Python,Advanced,Python_Advanced,3,15,5000,3398,5,29-04-2021,Erda Leeves
5175,Machine Learning,Intermediate,Machine Learning_Intermediate,3,6,3000,1188,4,28-09-2020,Feodora Bellini
5176,Azure PaaS,Expert,Azure PaaS_Expert,3,9,2000,1654,3,31-08-2019,Chrysa Maffioni
5177,Machine Learning,Beginner,Machine Learning_Beginner,2,9,6000,2418,5,26-03-2017,Cortney Batiste
5178,Word Press,Advanced,Word Press_Advanced,2,40,3000,1624,4,03-12-2021,Jaclin Foster
5179,Machine Learning,Beginner,Machine Learning_Beginner,1,9,10000,2504,1,01-05-2020,Kathy Greenrodd
5180,Deep Learning,Beginner,Deep Learning_Beginner,2,35,1000,250,2,04-03-2020,Penni Tukesby
5181,IaC,Beginner,IaC_Beginner,2,12,1000,250,3,18-03-2019,Jeno Rodrig
5182,CSS,Beginner,CSS_Beginner,1,9,1000,181,4,05-02-2018,Brod Screas
5183,Databases,Intermediate,Databases_Intermediate,3,20,3000,750,2,24-11-2021,Mei Barrim
5184,Azure PaaS,Expert,Azure PaaS_Expert,3,35,2000,500,,03-04-2017,Kerstin Pyke
5185,Tableau,Intermediate,Tableau_Intermediate,3,25,3000,1253,3,09-06-2022,Page Woodvine
5186,Power BI,Beginner,Power BI_Beginner,1,30,5000,2903,3,12-09-2018,Connie Cottel
5187,Power Platform,Beginner,Power Platform_Beginner,1,12,3000,750,3,04-03-2017,Cari Stonhouse
5188,Azure IaaS,Expert,Azure IaaS_Expert,4,35,3000,137,5,31-07-2019,Penelope Gasgarth
5189,Javascript,Expert,Javascript_Expert,4,20,1000,477,,01-12-2019,Claudette Milesap
5190,SQL,Beginner,SQL_Beginner,1,12,3000,424,3,08-06-2017,Gwenora Shoebottom
5191,Power BI,Advanced,Power BI_Advanced,3,9,2000,1767,4,24-11-2018,Othelia Dubock
5192,MS Office,Beginner,MS Office_Beginner,1,30,2000,1017,3,03-10-2019,Iormina Siemons
5193,Databases,Beginner,Databases_Beginner,2,3,2000,285,5,09-12-2021,Amandi Radmer
5194,SQL,Beginner,SQL_Beginner,2,12,1000,250,3,28-02-2017,Martina Brissard
5195,Word Press,Intermediate,Word Press_Intermediate,2,30,2000,1391,2,15-03-2020,Carr Pariso
5196,R Language,Expert,R Language_Expert,3,25,2000,500,5,16-08-2021,Madlin Walczynski
5197,Power BI,Advanced,Power BI_Advanced,3,20,1000,250,3,24-08-2017,Hortensia Himsworth
5198,Power Platform,Expert,Power Platform_Expert,4,15,5000,3439,5,10-09-2022,Virgilio Beddard
5199,IaC,Advanced,IaC_Advanced,4,15,6000,854,2,20-12-2022,Josselyn Busfield
5200,Power BI,Beginner,Power BI_Beginner,1,9,8000,2073,5,11-06-2022,Kissie Faiers
5201,CSS,Intermediate,CSS_Intermediate,2,15,8000,3455,5,18-03-2022,Ebba Samwell
5202,IaC,Expert,IaC_Expert,3,9,1000,639,3,23-12-2018,Darcey Wilkinson
5203,SQL,Beginner,SQL_Beginner,1,30,3000,683,4,27-02-2018,Janeva Thomke
5204,Power Platform,Intermediate,Power Platform_Intermediate,2,3,4000,3147,4,19-11-2021,Quentin Berthelmot
5205,Power Platform,Intermediate,Power Platform_Intermediate,2,30,3000,788,4,26-04-2020,Harli Dinjes
5206,Power BI,Advanced,Power BI_Advanced,3,6,7000,2427,2,19-05-2020,Avis De Zuani
5207,Power BI,Advanced,Power BI_Advanced,2,30,5000,1667,4,28-05-2019,Ashley Messitt
5208,Hadoop,Advanced,Hadoop_Advanced,3,6,8000,1985,,14-05-2022,Lela Blondel
5209,AWS,Beginner,AWS_Beginner,2,25,1000,250,2,18-10-2017,Eartha Le Grove
5210,IaC,Intermediate,IaC_Intermediate,2,35,9000,2154,4,08-11-2018,Mason Grishaev
5211,Power BI,Advanced,Power BI_Advanced,4,25,1000,250,3,31-05-2017,Lenore Grayley
5212,Azure IaaS,Expert,Azure IaaS_Expert,4,9,3000,729,5,20-10-2018,Tirrell Caudle
5213,AWS,Expert,AWS_Expert,4,30,1000,617,1,29-06-2019,Winnah Bigadike
5214,Tableau,Beginner,Tableau_Beginner,2,15,2000,1457,4,12-06-2022,Dino Hazleton
5215,Javascript,Beginner,Javascript_Beginner,2,9,3000,750,1,05-07-2022,Carlotta Gronou
5216,CSS,Expert,CSS_Expert,4,15,2000,500,4,13-03-2021,Holly Godin
5217,AWS,Advanced,AWS_Advanced,4,15,4000,1572,4,22-09-2022,Vin Mitchiner
5218,Javascript,Advanced,Javascript_Advanced,4,25,10000,3593,4,20-11-2019,Grange Footer
5219,SQL,Intermediate,SQL_Intermediate,2,9,1000,780,4,15-09-2017,Parke Bourges
5220,HTML,Advanced,HTML_Advanced,3,30,3000,2381,3,29-11-2017,Briny Schusterl
5221,IaC,Beginner,IaC_Beginner,1,9,8000,3019,5,29-05-2017,Karrah Keddy
5222,Databases,Expert,Databases_Expert,4,6,9000,2548,4,15-08-2019,Dore Lukes
5223,Deep Learning,Beginner,Deep Learning_Beginner,2,15,1000,250,4,15-12-2021,Flynn Cluatt
5224,Javascript,Intermediate,Javascript_Intermediate,3,35,3000,750,4,01-04-2017,Hollis Schooling
5225,Python,Expert,Python_Expert,3,15,10000,2737,5,19-09-2022,Cart Amorine
5226,Tableau,Expert,Tableau_Expert,4,20,9000,956,5,15-09-2019,Dani Prettyman
5227,Javascript,Intermediate,Javascript_Intermediate,2,15,5000,251,4,15-07-2019,Lemmie Gildroy
5228,AWS,Advanced,AWS_Advanced,4,30,7000,816,,30-06-2018,Beck Enrietto
5229,Word Press,Expert,Word Press_Expert,3,9,1000,138,4,13-08-2021,Alvy Sherel
5230,Javascript,Intermediate,Javascript_Intermediate,2,35,1000,250,5,06-02-2017,Teena Borrill
5231,HTML,Expert,HTML_Expert,3,20,1000,250,4,02-06-2019,Tabina Midlar
5232,Tableau,Beginner,Tableau_Beginner,1,20,2000,500,5,29-10-2019,Kerwinn Paschke
5233,Python,Expert,Python_Expert,4,30,9000,1523,3,04-11-2020,Kristi Flintiff
5234,Tableau,Advanced,Tableau_Advanced,4,15,1000,250,5,17-12-2021,Keslie Cosgreave
5235,Azure PaaS,Advanced,Azure PaaS_Advanced,3,9,1000,250,5,12-03-2022,Randolph McKue
5236,R Language,Beginner,R Language_Beginner,1,12,3000,689,2,15-05-2022,Antin Stockbridge
5237,CSS,Beginner,CSS_Beginner,2,9,1000,250,5,09-01-2020,Devin Brookhouse
5238,Azure IaaS,Expert,Azure IaaS_Expert,3,3,8000,1006,4,09-09-2021,Gerard Franzoli
5239,Javascript,Expert,Javascript_Expert,4,15,1000,683,2,05-02-2022,Curtice Pill
5240,Javascript,Advanced,Javascript_Advanced,4,25,7000,1659,2,14-03-2020,Tasia Fallanche
5241,Databases,Advanced,Databases_Advanced,3,25,3000,750,4,21-02-2022,Alvina McNally
5242,Azure IaaS,Expert,Azure IaaS_Expert,4,15,9000,3045,5,04-05-2018,Sarena Lamzed
5243,AWS,Intermediate,AWS_Intermediate,3,12,8000,3914,5,06-05-2017,Violet Palatini
5244,IaC,Beginner,IaC_Beginner,1,15,6000,2647,5,30-08-2022,Lucien Dye
5245,Javascript,Advanced,Javascript_Advanced,3,20,6000,528,3,18-04-2019,Christoper Rylance
5246,Azure PaaS,Expert,Azure PaaS_Expert,3,12,5000,2438,4,22-04-2022,Arden Triplow
5247,Word Press,Expert,Word Press_Expert,4,25,8000,1247,4,28-04-2021,Erina Candwell
5248,Machine Learning,Advanced,Machine Learning_Advanced,4,3,2000,500,4,23-05-2021,Aylmer Stearn
5249,Tableau,Advanced,Tableau_Advanced,3,35,2000,1912,5,11-05-2017,Kristine Shellard
5250,HTML,Expert,HTML_Expert,4,20,10000,2964,3,10-10-2022,Quintilla Prise
5251,Deep Learning,Intermediate,Deep Learning_Intermediate,3,9,3000,894,5,07-10-2019,Gustave Loy
5252,Deep Learning,Advanced,Deep Learning_Advanced,4,20,3000,750,5,03-04-2022,Bari Sarjant
5253,R Language,Beginner,R Language_Beginner,1,25,1000,250,4,30-03-2019,Rosalinda Quest
5254,MS Office,Intermediate,MS Office_Intermediate,2,12,1000,250,4,05-02-2022,Bradan Calway
5255,Azure PaaS,Expert,Azure PaaS_Expert,3,15,1000,250,3,09-02-2022,Lyndy Fishley
5256,Python,Expert,Python_Expert,4,12,1000,250,4,07-06-2020,Christy Shark
5257,Word Press,Expert,Word Press_Expert,3,25,1000,250,2,09-05-2017,Carmencita Calcut
5258,Power BI,Advanced,Power BI_Advanced,3,20,1000,945,2,22-09-2018,Maitilde MacRierie
5259,IaC,Beginner,IaC_Beginner,1,12,2000,1095,5,24-02-2021,Lambert Cestard
5260,SQL,Advanced,SQL_Advanced,3,25,1000,250,3,28-02-2020,Win Brandsma
5261,Deep Learning,Advanced,Deep Learning_Advanced,3,15,2000,500,5,16-07-2017,Emmy Pattemore
5262,R Language,Intermediate,R Language_Intermediate,2,25,1000,250,3,05-06-2022,Lilyan Bettridge
5263,MS Office,Beginner,MS Office_Beginner,1,20,8000,2475,4,12-07-2018,Bartel Blasdale
5264,Azure IaaS,Beginner,Azure IaaS_Beginner,1,35,2000,1601,3,03-10-2022,Patsy Luxon
5265,Power BI,Beginner,Power BI_Beginner,1,9,1000,250,4,18-11-2021,Nicol Jerzak
5266,Python,Intermediate,Python_Intermediate,2,25,6000,1432,4,07-09-2021,Gussi Cottier
5267,Machine Learning,Intermediate,Machine Learning_Intermediate,2,30,3000,952,3,02-12-2018,Daryle Wedge
5268,Javascript,Expert,Javascript_Expert,4,35,2000,446,4,20-07-2019,Alvina Esslement
5269,Deep Learning,Expert,Deep Learning_Expert,4,35,3000,750,1,08-09-2019,Jedediah Gear
5270,AWS,Expert,AWS_Expert,4,25,4000,2936,5,02-07-2021,Mirilla Janek
5271,CSS,Intermediate,CSS_Intermediate,1,9,10000,874,5,02-12-2020,Viva Gundry
5272,Power BI,Intermediate,Power BI_Intermediate,2,15,1000,314,4,13-10-2021,Sharia Dyson
5273,Azure PaaS,Beginner,Azure PaaS_Beginner,2,20,3000,632,5,11-10-2022,Willyt Proske
5274,R Language,Advanced,R Language_Advanced,3,6,8000,3880,4,05-12-2019,Daveta Dalinder
5275,MS Office,Expert,MS Office_Expert,3,25,2000,500,3,31-01-2020,Adriaens Sked
5276,Power BI,Intermediate,Power BI_Intermediate,2,15,2000,911,5,23-06-2017,Hank Marqyes
5277,MS Office,Expert,MS Office_Expert,4,35,1000,250,3,16-12-2020,Maritsa Indge
5278,Python,Beginner,Python_Beginner,1,25,5000,1007,5,08-08-2020,Domeniga Semour
5279,Azure PaaS,Expert,Azure PaaS_Expert,3,20,3000,407,,17-09-2017,Jilleen Mableson
5280,Javascript,Expert,Javascript_Expert,4,6,9000,220,5,17-02-2017,Andree Staig
5281,Hadoop,Beginner,Hadoop_Beginner,1,12,1000,250,4,14-06-2017,Kristi Hazeley
5282,MS Office,Advanced,MS Office_Advanced,3,35,1000,250,5,11-06-2022,Shawna Iglesia
5283,Hadoop,Intermediate,Hadoop_Intermediate,2,20,5000,1876,4,24-03-2020,Glyn Antosch
5284,SQL,Intermediate,SQL_Intermediate,2,25,3000,1320,1,02-06-2018,Sissie McCaughey
5285,Hadoop,Expert,Hadoop_Expert,4,9,3000,2136,3,13-07-2017,Cobby Burkett
5286,MS Office,Intermediate,MS Office_Intermediate,3,35,4000,3262,5,26-07-2019,Malanie Ostrich
5287,Azure PaaS,Beginner,Azure PaaS_Beginner,1,9,1000,415,4,01-07-2020,Siusan Nibley
5288,Azure PaaS,Beginner,Azure PaaS_Beginner,1,20,3000,750,3,16-10-2021,Leeanne Rutter
5289,Python,Advanced,Python_Advanced,2,15,2000,500,1,14-03-2019,Shirline Botley
5290,MS Office,Intermediate,MS Office_Intermediate,1,15,5000,1586,4,23-01-2017,Tara Slograve
5291,Power BI,Beginner,Power BI_Beginner,2,15,7000,2894,4,24-06-2022,Cary Tomala
5292,Power BI,Expert,Power BI_Expert,4,25,1000,250,4,23-01-2022,Jere Roddie
5293,Azure PaaS,Expert,Azure PaaS_Expert,3,35,3000,1375,2,28-06-2020,Janis Rickwood
5294,Hadoop,Intermediate,Hadoop_Intermediate,2,20,10000,3013,4,26-03-2021,Dayle Hearle
5295,Deep Learning,Beginner,Deep Learning_Beginner,2,15,2000,500,1,03-11-2017,Nico Cornfield
5296,Machine Learning,Advanced,Machine Learning_Advanced,4,35,1000,250,1,24-10-2020,Reiko Jakoubek
5297,Azure IaaS,Advanced,Azure IaaS_Advanced,3,30,3000,2149,5,24-12-2018,Raf Madge
5298,Azure PaaS,Advanced,Azure PaaS_Advanced,3,9,2000,500,4,04-07-2017,Clem Tysack
5299,MS Office,Advanced,MS Office_Advanced,2,9,4000,3185,4,05-09-2022,Bernelle Vacher
